Vendor_ID,OnTime_Delivery,Avg_Lead_Time,Lead_Time_Variability,Emergency_Fulfillment,Shipment_Accuracy,Avg_Days_Late,Defect_Rate_PPM,Field_Failure_Rate,Warranty_Claims,Inspection_Pass_Rate,Certification_Score,Financial_Stability,Revenue_Trend,Debt_Equity,DPO,Carrier_Dependency,GPR_Score,Tariff_Exposure,Disaster_Risk,Single_Source,Tier2_Visibility,Vendor_Tenure,Response_Time,Audit_Score,Capacity_Utilization,Carbon_Score,Labor_Compliance,ESG_Score,Risk_Score,Risk_Category
V00001,74.23252451619977,16.65998144610373,3.6154857292668896,67.48186340509794,92.51995946375929,0.738966714207173,1348.6602230699132,3.2422668394417413,1.0369537153723662,75.88776939392038,88.12564599633889,53.978800307678746,4.831104062351905,1.5078249090534832,32.55966614013401,10.131904146558139,79.08986714803268,24.527691599337206,62.62954945724116,1,8.959901698412809,9.894402356827806,15.950599909797162,64.87930302792375,76.63013755413434,85.17738718886659,60.49807661554936,93.36702244747832,48.87058725669804,Medium
V00002,96.12714364357682,18.41558450625047,3.330384673619823,81.07107248819268,79.42828789436908,0.48602983670416045,1026.7264163615478,0.6750656049339387,0.46548977045376244,91.95236782981131,72.25326696737167,50.64685025612941,7.622037501926336,1.1310364717093018,79.71027718059523,77.19890765210123,38.716185743043326,70.21009878901643,64.4303464070776,0,3.0364938521920224,7.875243167221776,7.1535140557009855,76.35928869487896,80.00097073166427,90.36981452931003,72.81503271432176,60.02032754587275,33.51639517718226,Low
V00003,87.81576978883339,26.800042650447967,2.2330773875200203,70.94667293609832,83.31935266487727,4.833535605949312,1936.0973447550934,3.2551715339453056,0.5538058299222046,97.81443494466359,58.79595247844836,83.04849639089353,-0.7364024924199803,2.2657852619319026,44.95845493556446,47.472162136274925,86.7878277183159,77.01911476878716,32.702339305326426,1,7.026435318641109,11.927339715824148,14.191334158778556,93.08327385422922,74.31013009462056,59.22399883800357,71.14467792567193,52.50649945032671,63.474939188376524,Medium
V00004,82.74902239948739,15.480096493317628,5.250866690710415,44.5816420711488,90.91873528458764,7.7289305799420385,594.1612117716287,0.9035087304385232,0.7058791589065809,92.74513074829251,83.14888039745416,61.776683160264284,-4.2164253665318485,0.5430080260365596,47.03624186135214,59.028037865002695,80.59344691479245,53.66681655295946,23.89784334106774,1,6.1765459179619935,14.37208276019826,2.1768203258066308,88.33916187766388,51.63069208163125,94.36791550213395,52.71380152244602,51.3426401008144,61.025449694381884,Medium
V00005,65.92870833681259,27.13229306586777,4.336369123560402,50.206913023095545,86.57014426858751,4.021770471637792,1258.1415487980933,3.6965490733343627,0.7702293362218553,76.42271657233164,68.8405161057483,89.4955212667425,-3.62306851289077,2.3007031638676545,43.57471670093193,73.88180106270556,85.13119789400014,53.102809891018815,21.49966305144568,1,8.378562087454949,6.10258436915482,19.46534888304939,78.59932174036598,91.28627069030635,69.92625770846183,58.594012005307086,77.69828528328519,51.98862975488054,Medium
V00006,65.9277917727757,9.938957481487213,7.0599069462680255,52.063050121700556,92.72570492723744,0.41212180751444105,1460.3780269824008,2.2553494096141877,0.8783330657895234,88.47132898262446,76.75823675536238,74.11328049470782,3.9389651672878774,0.6512676708763832,80.40503731331772,40.320821937236346,47.13866441470277,60.140833754702975,62.917185741666366,0,4.769046011004275,11.566993683730546,3.446989380534676,71.33049187870257,87.1689668479467,87.9472156568382,87.34682607178513,87.68152095558854,44.72965860392761,Medium
V00007,62.20717726239158,25.089565618589877,1.2247670633744079,54.18253395046647,98.06898962934864,1.7697492486196493,1686.016080821687,4.2696342120583335,0.9152880810977844,82.61947375070542,54.82693805782725,71.53344265799504,1.351160679829924,1.05674957594493,88.73411972437813,40.845729736367446,50.13419634878726,41.169888994808204,23.873351351229637,1,4.706207087159873,3.969593586147752,9.281525640346114,60.994606727659516,77.11412557151185,63.70736160644153,62.41782153519247,78.78621192069593,58.52755272489436,Medium
V00008,92.91469353944754,26.6460479272042,5.5070754928858845,71.09718655727774,77.79712050516474,1.9583432513261654,932.5478547704128,4.741381603693088,1.4760057673651004,90.95508686815248,78.42127952821966,84.7768447609127,-0.2701173804548578,1.1333290046398277,75.31119905580212,21.68870996457754,58.19552607265254,29.948204149051413,41.85034280815106,0,5.216954076666681,6.900386173450575,14.017262764178618,62.00304775674344,88.42148478989527,79.27047635365356,50.2888376469312,87.06752824329565,26.2012494601902,Low
V00009,82.84237044624193,11.999988362421453,6.340642149580928,67.71811789039664,92.02962519355347,2.7028570330956,1436.4594337834667,2.3769965365952404,1.6268049343129154,70.05221402332597,66.8097720025306,83.3493201598327,-5.944518424476519,2.973154091289119,79.41467162815141,73.4079796409581,43.45203999463491,23.98490416310165,29.904356984717793,1,4.7231382559492605,11.123601816113801,13.236686264024044,85.60354618173524,89.12691727383181,52.818060831838636,87.10301878025984,73.29561823707161,44.7876115491474,Medium
V00010,86.90675795624972,17.46762371218841,6.316405984318149,51.17380211003149,80.52825973517075,0.34882706868970104,745.762648491709,2.572498829631858,1.0648617827537965,86.05844155731484,65.03853873733225,81.69244395754899,7.5091137499780665,1.851501557262249,67.23002763116025,55.337131422237256,57.925355341139465,72.86607112218697,39.936126298589045,0,3.153564511156142,2.2193484271240744,18.065063926046474,79.05874476495183,60.24967106180015,93.13466047399493,92.84220555349661,55.104885189449845,18.233393336991178,Low
V00011,60.782210783240494,11.640995042600423,7.202517769668676,43.71551639006279,84.94744145778166,7.23914160398333,983.8569662512765,3.155664114557826,2.740429975778039,90.53100352027724,94.09620104500105,81.04554302002428,5.620408950148121,2.3771517385023184,61.72649450378872,22.618847310408572,30.552101134555677,52.83965266209774,30.746021102452158,0,7.397336331274601,13.068209671335163,19.4549063936909,64.25877883076193,61.982224140428066,55.26587243105269,73.9458062454155,86.24864169557485,67.66709761626137,Medium
V00012,96.85657438215578,23.54529083787279,6.103236199806458,49.42877124610949,75.78870541908336,4.124511557771962,1812.1288361661186,1.3870972483612274,1.7487912253490727,90.12063406841912,69.45937892421112,73.1928198730183,-7.187227965215408,1.755058354722542,73.29468028743091,49.185441019752005,82.65219426028101,61.64423692028427,27.57692296398178,1,7.289269426907901,13.838834773421635,14.955591356732919,90.17648485815897,53.177613465623324,81.05497522501037,76.8945151052304,66.33822761443062,57.81635677349088,Medium
V00013,91.63282035041603,19.777650897356448,7.494670431533875,94.14097219402318,78.26177717502478,5.3674463436328725,1909.8336967957177,4.6729977837276255,2.404935398493539,96.79856918492479,80.51172701520804,91.69139911889712,-2.652230907957267,2.952842313223698,32.14577272837322,32.97147568726159,39.737642409121094,39.92313101800835,35.639380076750534,0,8.962488385545043,13.208417316183425,13.497938054004793,78.12369384455866,74.87955468802261,50.278445247568136,55.09374536437304,81.17367128388841,60.47445241248156,Medium
V00014,68.06888620577449,21.977113627583062,3.32859619874624,65.77008223853097,82.67465493717359,0.5373826951600718,1493.8712244690764,2.4484996692561767,2.7878659307783615,66.92757556588256,78.24773910082286,90.07886343773154,0.8426418727778273,0.6966677834893087,33.684031536203804,20.302737886456832,60.050869734507096,68.4205125125233,29.975532203161393,0,7.8842281720874885,1.0105286249850105,3.770345900663445,89.29810055100434,82.2318484673671,73.12340701962498,92.63274018708279,55.13735886271367,38.64865537210102,Low
V00015,66.90934875386982,12.322713273036644,4.522465917260801,87.70400275861618,83.20765932691164,0.4329237424291952,873.833403397133,1.250691511622033,0.6567783208122546,76.41071918004559,54.6936597898321,64.82322236572101,-0.9132275445693594,1.893647562127683,71.23640931457102,22.730861317635917,85.72958956369504,40.99527524672125,60.38147827457186,0,7.48607818075247,12.248392791423978,9.93136128764054,87.24625968561473,55.019135128155185,64.52479813457117,59.54105453597382,62.68050131502973,36.26975084805797,Low
V00016,66.96937137443048,12.65840896515323,1.0985576429802348,86.68138566678638,96.5900451950903,4.691742176324378,1676.1040219543952,3.9322932503849777,1.3980485544037766,80.72626819911748,83.65673916789422,86.21125426672613,-2.044083225245233,2.432669788279632,50.104197875223484,49.148001046714164,79.25895255669639,21.78566886003668,44.83939662089534,1,4.624654657442044,13.5577091591435,5.365822584477479,71.66776651866081,71.11925264188112,60.456012757496566,74.71545563579065,68.65309205610194,64.68978581371256,Medium
V00017,71.56120523246244,8.91294116121794,1.0487031111230385,68.13357566045805,92.80350982239636,7.098368084033664,246.56074710575632,1.4861811759979333,1.4129891248009046,75.22219643693867,64.54216415451094,90.09988312606407,4.376637951210586,1.9599571995979004,59.33006138689648,49.506965815293086,76.56747468313947,40.2142656991769,20.570021652366606,1,8.180914102520562,14.773663060168465,8.833339193323473,84.5966371724477,86.67327722788134,82.12659362589083,93.42891785360654,93.57278856281243,43.88406942223695,Medium
V00018,79.94074440202505,15.085485774306054,2.680886343160639,78.86782396532989,98.33239123648899,4.227856007676376,384.9426389709579,1.1458817378233475,1.1925223012273916,75.22305395119153,85.95227971385307,77.82147370065596,-8.90992991524325,2.711421316407601,76.9195538195946,65.2958546736628,66.32673835849496,71.01955406921725,24.156741978781128,0,8.987648241340445,1.4695940771790579,4.544561633263024,94.73178279317247,79.90270775011072,69.94571137695053,70.1450225919979,78.69170722650716,34.25957157487869,Low
V00019,76.4139107084004,20.31438254934085,1.705650379973597,50.60136057269918,89.37771624804577,7.022553380560572,1390.4727254756501,3.032924339723032,0.22493642634459185,70.81224402076757,77.3438352176922,75.0010636718652,-0.5717932174811615,1.8819823478841569,64.62947450441604,27.358899894233005,56.17640915305936,72.55330834320033,13.213209859344948,0,6.10735072177947,8.893406039107479,16.136398833906675,86.18104480320054,75.338748873254,64.29053287409918,54.187003193136455,81.19420407333837,70.98461112167442,High
